provider_id,name,city,state,latitude,longitude,specialty,secondary_specialty,specialty_category,experience_years,service_cost,wait_time_days,patient_rating,risk_rate,certified,background_check_passed,network_type,capacity,telehealth_available,hospital_affiliation,CMS_quality_score,region,phone_no,address
P02470,Jeffrey Harris,City_70,GA,32.6156,-82.4501,ENT,Urology,Specialty Care,22,344.75,15,3.29,0.76,FALSE,TRUE,Out-of-network,175,TRUE,Rosales-Shaw Hospital,2.16,North,001-266-951-4976x4827,"368 Robinson Station Apt. 253, City_70, GA 67068"
P02471,Joyce Barron,City_71,NV,38.8026,-116.4194,Endocrinology,Orthopedics,Specialty Care,23,723.95,29,4.32,0.55,FALSE,TRUE,In-network,303,TRUE,Coleman-Wood Hospital,4.84,North,001-214-648-4703x8359,"647 Keith Stream Suite 510, City_71, NV 52373"
P02472,Phillip King,City_72,WA,47.8011,-120.6901,Neurology,Ophthalmology,Specialty Care,8,665.62,19,1.84,0.71,FALSE,FALSE,Out-of-network,260,TRUE,Knight-Khan Hospital,1.05,East,606-493-4526x665,"41708 Donald Union, City_72, WA 61956"
P02473,Peter Mendez,City_73,OH,40.5173,-82.8071,Dermatology,Pediatrics,Specialty Care,10,294.99,48,2.45,0.04,FALSE,FALSE,In-network,51,TRUE,Smith Group Hospital,2.93,West,471.877.4277,"30742 Wilson Green Apt. 418, City_73, OH 68273"
P02474,Amanda Fisher,City_74,IL,40.7831,-89.2485,Dermatology,Dermatology,Specialty Care,8,296.44,32,4.52,0.46,TRUE,FALSE,In-network,79,FALSE,Ray-King Hospital,2.32,North,886.855.5685x34114,"727 Lewis Village, City_74, IL 68459"
P02475,Brett Ingram,City_75,MA,42.6072,-71.1824,Ophthalmology,Dermatology,Specialty Care,6,262.93,38,4.78,0.85,TRUE,TRUE,In-network,161,TRUE,"Lopez, Johnson and Smith Hospital",3.83,North,(492)237-7732x25024,"503 Brown Garden, City_75, MA 48675"
P02476,Donald Rogers,City_76,WA,48.0011,-120.4901,Ophthalmology,General Practice,Specialty Care,23,327.37,39,1.24,0.7,TRUE,FALSE,Out-of-network,173,FALSE,"Jackson, Wang and Reed Hospital",4.57,East,6913729354,"79916 Olson Junctions Apt. 123, City_76, WA 93618"
P02477,Carolyn Castillo,City_77,NV,39.1026,-116.1194,General Practice,General Practice,Primary Care,9,118.97,33,3.17,0.47,FALSE,TRUE,In-network,435,FALSE,Johnson and Sons Hospital,1.45,North,001-455-790-7746x418,"7623 Pena Parkways, City_77, NV 10188"
P02478,Joseph Lawson,City_78,FL,28.3444,-81.4103,Pediatrics,Cardiology,Primary Care,25,219.77,29,3.07,0,FALSE,FALSE,Out-of-network,251,TRUE,Bray PLC Hospital,1.04,West,001-689-267-0259x293,"594 Michael Tunnel, City_78, FL 48749"
P02479,Adam Brown,City_79,CO,39.9501,-105.3821,Cardiology,ENT,Specialty Care,6,840.69,12,2.2,0.33,TRUE,FALSE,Out-of-network,87,TRUE,Levine and Sons Hospital,2.28,North,3512302951,"633 Christine Neck Apt. 783, City_79, CO 32132"
P02480,Beverly Bailey,City_80,FL,28.4444,-81.3103,Psychiatry,Gastroenterology,Specialty Care,27,408.07,14,4.69,0.63,FALSE,FALSE,Out-of-network,123,FALSE,Howard-Watson Hospital,3.63,West,938.231.0733,"653 Yvonne Common Suite 247, City_80, FL 20984"
P02481,Michael Turner,City_81,IL,40.6331,-89.3985,Ophthalmology,Ophthalmology,Specialty Care,27,291.44,34,3.59,0.9,TRUE,TRUE,In-network,209,TRUE,Compton PLC Hospital,1.42,South,001-265-967-2173,"4166 Emily Mills Apt. 515, City_81, IL 18551"
P02482,Diana Hays,City_82,NV,38.8526,-116.3694,Ophthalmology,Cardiology,Specialty Care,29,313.22,52,3.71,0.88,TRUE,FALSE,In-network,173,TRUE,Banks-Frey Hospital,1.78,East,(820)261-6501x72784,"5411 Regina Station, City_82, NV 17175"
P02483,Angel Sanders,City_83,CA,36.8783,-119.3179,Dermatology,Psychiatry,Specialty Care,4,324.56,10,3.51,0.93,FALSE,FALSE,Out-of-network,299,TRUE,Campbell-King Hospital,4.86,North,-7526,"523 Sarah Junctions, City_83, CA 25691"
P02484,Robert Black,City_84,PA,41.3533,-77.0445,Endocrinology,General Practice,Specialty Care,35,750.12,50,2.35,0.86,TRUE,TRUE,In-network,264,FALSE,Bartlett Ltd Hospital,4.44,South,-1698,"5601 Wilkerson Burg Apt. 325, City_84, PA 35776"
P02485,Abigail Sharp,City_85,PA,41.4033,-76.9945,Cardiology,Neurology,Specialty Care,34,877.22,43,3.67,0.26,FALSE,TRUE,In-network,191,FALSE,Garcia PLC Hospital,3.77,South,+1-249-808-3323x92971,"477 Charles Tunnel, City_85, PA 16187"
P02486,Lori Santiago,City_86,NV,39.0526,-116.1694,Ophthalmology,Endocrinology,Specialty Care,3,288.13,32,3.68,0.5,FALSE,FALSE,In-network,182,FALSE,Wilson-Joseph Hospital,2.66,North,(448)732-8019x1512,"854 Pierce Estates Suite 330, City_86, NV 27360"
P02487,Angel Knight,City_87,WA,48.0511,-120.4401,General Practice,Gastroenterology,Primary Care,38,141.54,42,2.19,0.91,FALSE,FALSE,In-network,349,FALSE,Manning Ltd Hospital,2.9,South,6932202241,"832 Tiffany Meadows, City_87, WA 40781"
P02488,Yolanda Thomas,City_88,NV,39.1526,-116.0694,Pediatrics,Pediatrics,Primary Care,8,190.25,5,2.28,0.15,TRUE,FALSE,In-network,318,FALSE,Kim-Molina Hospital,3.9,North,2875766419,"4416 Jennifer Rapids Suite 393, City_88, NV 71209"
P02489,Chad Mendez,City_89,GA,32.5656,-82.5001,Endocrinology,Endocrinology,Specialty Care,13,681.81,53,2.2,0.27,TRUE,FALSE,In-network,488,TRUE,Leonard PLC Hospital,2.58,East,001-231-386-7941x04702,"46879 Gregory Knoll, City_89, GA 49726"
P02490,Kevin Dominguez,City_90,IL,41.0831,-88.9485,Endocrinology,General Practice,Specialty Care,37,727.13,50,2.41,0.58,FALSE,FALSE,In-network,207,FALSE,Payne-Jones Hospital,1.58,East,(886)946-2735x52555,"7385 Jessica Summit Apt. 918, City_90, IL 29938"
P02491,Dr. Hailey Lee MD,City_91,NC,35.7596,-79.0193,Ophthalmology,Ophthalmology,Specialty Care,10,307.39,14,3.96,0.25,FALSE,FALSE,In-network,439,TRUE,Davis-Mitchell Hospital,2.85,East,635.220.5070x6067,"7627 Lee Manors, City_91, NC 59589"
P02492,Rebecca Rodriguez,City_92,NV,38.8526,-116.3694,ENT,Gastroenterology,Specialty Care,1,320.25,14,3.06,0.05,TRUE,TRUE,Out-of-network,253,TRUE,Norton-Ruiz Hospital,4.83,South,001-298-752-6739x30066,"9611 Miranda Center, City_92, NV 08165"
P02493,Stephen Smith,City_93,MA,42.5072,-71.2824,ENT,Urology,Specialty Care,19,370.77,23,2.54,0.6,TRUE,FALSE,Out-of-network,83,FALSE,Black-Young Hospital,2.57,North,(890)966-1139,"212 John Knolls, City_93, MA 08068"
P02494,Sierra Douglas,City_94,AZ,34.1989,-110.9437,Pediatrics,Pediatrics,Primary Care,13,193.31,44,2.26,0.27,TRUE,FALSE,In-network,152,FALSE,Adams-Bean Hospital,2.65,West,+1-562-978-4977x439,"3581 Franklin Canyon, City_94, AZ 94943"
P02495,Amy Branch,City_95,WA,47.9511,-120.5401,Dermatology,Orthopedics,Specialty Care,4,288.6,48,3.4,0.27,FALSE,FALSE,In-network,174,FALSE,"Collier, Tran and Harris Hospital",4.71,East,001-338-473-6181x643,"46474 Mcdaniel Meadows Apt. 362, City_95, WA 97172"
P02496,Christina Newton,City_96,NC,36.0096,-78.7693,Endocrinology,Urology,Specialty Care,29,736.15,27,3.91,0.48,TRUE,FALSE,Out-of-network,201,FALSE,Jennings Group Hospital,2.44,West,749.215.1388x29742,"5942 Jennifer Forks Apt. 492, City_96, NC 88441"
P02497,Anthony Holloway,City_97,MA,42.7072,-71.0824,Gastroenterology,Neurology,Specialty Care,2,581.47,11,4.54,0.15,FALSE,FALSE,Out-of-network,385,FALSE,Mitchell-Duran Hospital,2.19,South,279.325.9842,"1864 Melissa Lane Suite 667, City_97, MA 63318"
P02498,Timothy Thompson,City_98,FL,28.3444,-81.4103,Urology,Ophthalmology,Specialty Care,13,641.57,7,1.04,0.13,FALSE,TRUE,In-network,432,TRUE,"Montgomery, Pollard and Berry Hospital",1.64,South,895.490.6201x969,"250 Johnson Lane, City_98, FL 46638"
P02499,John Thomas,City_99,NC,36.1596,-78.6193,Gastroenterology,Dermatology,Specialty Care,38,721.21,45,4.28,0.58,TRUE,FALSE,Out-of-network,153,FALSE,Richardson Ltd Hospital,1.85,South,+1-255-686-1718x46007,"823 Young Centers Apt. 546, City_99, NC 11061"
P02500,Katie Fischer,City_100,TX,32.4186,-99.4518,Psychiatry,Psychiatry,Specialty Care,32,425.97,30,2.03,0.95,TRUE,TRUE,In-network,379,FALSE,Jenkins Ltd Hospital,1.41,West,4802952900,"62606 Megan Plain Apt. 272, City_100, TX 68491"
P02501,Darryl Zavala,City_101,TX,31.9686,-99.9018,Neurology,Pediatrics,Specialty Care,5,691.54,8,1.1,0.61,TRUE,TRUE,Out-of-network,367,TRUE,Griffin-Owen Hospital,3.39,East,835.429.8562x642,"9336 Robert Plains Suite 414, City_101, TX 38555"
P02502,Matthew Ortiz,City_102,CO,39.6001,-105.7321,Urology,Neurology,Specialty Care,36,669.96,60,2.9,0.19,TRUE,FALSE,In-network,58,TRUE,"Johnson, Freeman and Craig Hospital",4.76,South,001-906-575-1463x3397,"0998 Sandra Row Suite 186, City_102, CO 08331"
P02503,Natalie Harris,City_103,IL,40.7331,-89.2985,Psychiatry,Dermatology,Specialty Care,35,423.82,45,3.12,0.97,TRUE,FALSE,Out-of-network,152,FALSE,Lee Inc Hospital,1.13,South,+1-213-776-8203x99749,"428 Bishop Inlet Suite 810, City_103, IL 82525"
P02504,Russell Johnson,City_104,NC,35.9096,-78.8693,ENT,Gastroenterology,Specialty Care,17,350.39,10,4.29,0.31,FALSE,FALSE,Out-of-network,50,TRUE,"Adkins, Higgins and Herrera Hospital",3.13,West,2802728023,"850 Baxter Court, City_104, NC 12507"
P02505,Nicholas Stout,City_105,WA,47.9511,-120.5401,Ophthalmology,Orthopedics,Specialty Care,16,270.59,29,2.1,0.85,TRUE,FALSE,In-network,294,FALSE,Fields LLC Hospital,2.08,West,(512)779-5518x1968,"415 Joe Walks, City_105, WA 82236"
P02506,Karen Mitchell MD,City_106,IL,40.8831,-89.1485,General Practice,Orthopedics,Primary Care,7,131.81,50,2.02,0.78,TRUE,FALSE,Out-of-network,214,FALSE,"Brooks, Stephens and Adams Hospital",1.9,East,782-247-0747,"56052 Guzman Underpass, City_106, IL 21928"
P02507,Steven Schmitt,City_107,CA,37.0783,-119.1179,Psychiatry,Pediatrics,Specialty Care,3,405.94,22,2.47,0.56,TRUE,FALSE,In-network,246,TRUE,Graham-Mason Hospital,3.5,South,(206)390-2357x021,"651 Fox Port Suite 935, City_107, CA 54749"
P02508,Maria Mccormick,City_108,IL,40.9831,-89.0485,Endocrinology,Cardiology,Specialty Care,36,703.24,16,3.3,0.44,FALSE,FALSE,In-network,400,TRUE,Warren and Sons Hospital,4.18,North,499-831-8173x9550,"1580 Rebecca Crossing, City_108, IL 26234"
P02509,Barbara Graves,City_109,NC,36.1596,-78.6193,ENT,Dermatology,Specialty Care,18,329.03,35,4.48,0,TRUE,FALSE,In-network,189,FALSE,Moore-Contreras Hospital,2.94,South,492.954.2706x5356,"012 Jeffrey Viaduct Apt. 764, City_109, NC 09344"
P02510,Mallory Jones,City_110,FL,28.4444,-81.3103,Ophthalmology,Cardiology,Specialty Care,6,284.96,6,1.83,0.53,FALSE,FALSE,Out-of-network,499,FALSE,Clay-Hill Hospital,3.8,North,(947)465-2766,"1165 Webb Street Suite 408, City_110, FL 22326"
P02511,Nicholas Ruiz,City_111,MI,44.3148,-85.6024,Ophthalmology,General Practice,Specialty Care,14,297.81,17,1.95,0.02,TRUE,TRUE,Out-of-network,204,FALSE,Smith PLC Hospital,4.85,North,001-535-966-6348x5308,"6187 Campbell Oval Apt. 897, City_111, MI 05632"
P02512,Keith Mendez,City_112,FL,28.0444,-81.7103,Gastroenterology,Dermatology,Specialty Care,18,692.5,32,2.28,0.09,FALSE,FALSE,In-network,310,FALSE,"Keller, Ball and Reed Hospital",1.8,West,524.546.5188,"843 Donaldson Locks Suite 583, City_112, FL 90620"
P02513,Sarah Brown,City_113,NY,43.3994,-74.1179,Gastroenterology,Gastroenterology,Specialty Care,17,670.92,17,4.11,0.49,FALSE,FALSE,In-network,132,TRUE,Gibson PLC Hospital,2.83,West,+1-675-468-5321x89797,"1037 Walker Fort Suite 670, City_113, NY 12549"
P02514,Kristi Rodriguez,City_114,MI,44.4648,-85.4524,Pediatrics,Gastroenterology,Primary Care,40,224.41,33,1.05,0.56,FALSE,FALSE,Out-of-network,312,TRUE,Sanchez-Cameron Hospital,4.07,East,001-490-525-5376x29517,"27220 Johnson Trail Apt. 176, City_114, MI 99704"
P02515,Chelsey Matthews,City_115,TX,32.1686,-99.7018,Endocrinology,Neurology,Specialty Care,1,593.42,41,2.79,0.37,FALSE,FALSE,Out-of-network,99,TRUE,Fox-Welch Hospital,3.3,East,001-340-496-8912x829,"2009 Smith Lodge Apt. 089, City_115, TX 32125"
P02516,Joseph Perez,City_116,PA,41.4533,-76.9445,Orthopedics,Dermatology,Surgical,29,966.08,42,2.47,0.11,FALSE,TRUE,Out-of-network,307,FALSE,Payne-Taylor Hospital,4.31,South,6174083466,"10023 Earl Island Apt. 443, City_116, PA 81839"
P02517,Russell Rivera,City_117,CO,39.8501,-105.4821,Cardiology,Neurology,Specialty Care,1,717.49,50,1.1,0.54,TRUE,TRUE,Out-of-network,320,FALSE,Barr Ltd Hospital,2.35,South,945.454.4065,"28549 Allison Lodge Suite 663, City_117, CO 34632"
P02518,Phillip Alvarado,City_118,NC,36.1096,-78.6693,Orthopedics,Cardiology,Surgical,38,956.49,29,4.58,0.34,FALSE,FALSE,In-network,484,FALSE,"Cox, Lopez and Rose Hospital",3.32,South,+1-678-380-0347x799,"737 Ellis Circle, City_118, NC 32911"
P02519,Robert Wilkinson,City_119,FL,28.3944,-81.3603,ENT,Endocrinology,Specialty Care,19,335.51,26,3.6,0.16,FALSE,TRUE,In-network,88,FALSE,"Smith, Patterson and Harding Hospital",1.69,South,307-865-0933x424,"4418 Williams Square, City_119, FL 77892"
P02520,Kenneth Moore,City_120,FL,28.4444,-81.3103,Endocrinology,Psychiatry,Specialty Care,10,601.64,43,3.98,0.13,TRUE,TRUE,In-network,366,TRUE,Williams-Henderson Hospital,4.92,West,812.546.0130,"9156 Caitlin Fords, City_120, FL 03946"
P02521,Katie Clayton,City_121,GA,32.1656,-82.9001,General Practice,Endocrinology,Primary Care,3,132.74,37,1.04,0.82,FALSE,TRUE,In-network,119,FALSE,Schaefer Inc Hospital,1.31,East,001-776-579-5744x342,"03683 Myers Vista Apt. 515, City_121, GA 34314"
P02522,Andrea Burke,City_122,OH,40.4673,-82.8571,Neurology,Neurology,Specialty Care,29,749.82,25,1.7,0.49,TRUE,FALSE,Out-of-network,100,FALSE,Rose Inc Hospital,3.04,East,997-770-2816x53064,"4857 Garcia Valley Suite 242, City_122, OH 04264"
P02523,Brady Rice Jr.,City_123,NC,35.8596,-78.9193,General Practice,Urology,Primary Care,21,136.53,18,1.92,0.65,FALSE,TRUE,In-network,451,TRUE,Schultz-Black Hospital,3.12,West,+1-965-887-0947x658,"5260 Wright Bypass, City_123, NC 97127"
P02524,Samuel Stevens,City_124,FL,28.1444,-81.6103,Psychiatry,Psychiatry,Specialty Care,19,385.04,50,1.31,0.8,TRUE,TRUE,Out-of-network,317,TRUE,"Jimenez, Reyes and Burnett Hospital",3.32,South,354.325.9703,"81613 Richards Points, City_124, FL 30240"
P02525,Robin Fields,City_125,MI,44.5148,-85.4024,Neurology,Ophthalmology,Specialty Care,8,665.25,44,4.82,0.39,TRUE,TRUE,Out-of-network,173,FALSE,"Johnson, Collier and Townsend Hospital",2.31,West,+1-832-242-2382x034,"38641 Carson Ferry, City_125, MI 10193"
P02526,Jack Wilson,City_126,FL,28.2444,-81.5103,Pediatrics,General Practice,Primary Care,18,203.1,26,1.43,0.93,FALSE,FALSE,In-network,311,FALSE,"Serrano, Snyder and Young Hospital",1.51,North,641.670.1279x27192,"2624 Mark Mews Apt. 762, City_126, FL 81560"
P02527,Sean Rowe,City_127,PA,41.5033,-76.8945,Pediatrics,Endocrinology,Primary Care,11,200.73,11,2.31,0.06,FALSE,TRUE,In-network,115,FALSE,Saunders-Robinson Hospital,4.42,South,316-473-1232x73166,"09038 Francisco Squares, City_127, PA 49196"
P02528,Nancy Riddle,City_128,FL,28.3444,-81.4103,Cardiology,Cardiology,Specialty Care,14,774.58,52,3.12,0.98,FALSE,TRUE,Out-of-network,424,FALSE,Allen-Holt Hospital,1.06,West,(851)560-2218x1370,"5408 Lynch Springs, City_128, FL 61453"
P02529,William Lam,City_129,NV,39.2026,-116.0194,Neurology,Gastroenterology,Specialty Care,33,847.56,49,4.3,0.23,TRUE,FALSE,In-network,146,FALSE,Tapia-Smith Hospital,2.95,South,001-403-291-4083x00082,"4503 Martinez Locks, City_129, NV 14114"
P02530,Nancy Santana,City_130,CA,37.2283,-118.9679,Pediatrics,Cardiology,Primary Care,36,228.68,45,3.62,0.06,FALSE,FALSE,In-network,224,FALSE,Phillips and Sons Hospital,1.38,South,6955123792,"546 Breanna Squares, City_130, CA 30024"
P02531,Ruth Weber,City_131,CA,36.7783,-119.4179,Psychiatry,Orthopedics,Specialty Care,22,404.43,27,2.05,0.22,TRUE,FALSE,In-network,306,FALSE,Hess LLC Hospital,2.85,North,(987)221-0357,"4855 Gloria Mews Apt. 810, City_131, CA 39234"
P02532,Matthew Turner,City_132,CO,39.6001,-105.7321,Neurology,Neurology,Specialty Care,32,783.23,58,1.55,0.15,TRUE,TRUE,In-network,211,TRUE,"Leonard, Reynolds and Turner Hospital",1.18,South,743.650.5310x945,"228 Beck Ridges, City_132, CO 33949"
P02533,Deanna Harper,City_133,MI,44.4148,-85.5024,Cardiology,Dermatology,Specialty Care,17,764.72,42,1.43,0.53,TRUE,TRUE,Out-of-network,486,FALSE,Pollard Inc Hospital,2.72,North,857-983-5082x6087,"523 Stafford Wells Apt. 038, City_133, MI 54325"
P02534,Emily Sweeney,City_134,CO,39.7001,-105.6321,Orthopedics,Neurology,Surgical,7,883.19,22,1.07,0.73,FALSE,FALSE,In-network,394,TRUE,"Jones, Bonilla and Walker Hospital",2.71,East,581-338-4659,"9459 Hammond Mountains, City_134, CO 47494"
P02535,Brian Turner,City_135,NV,39.0026,-116.2194,Gastroenterology,Neurology,Specialty Care,39,688.79,17,4.46,0.83,TRUE,TRUE,In-network,397,TRUE,Marquez and Sons Hospital,4.64,North,001-451-926-7872x213,"71637 Stephen Drive Suite 739, City_135, NV 92463"
P02536,Alexander Rodriguez,City_136,WA,48.0011,-120.4901,Cardiology,Dermatology,Specialty Care,4,721.67,42,4.82,0.43,TRUE,FALSE,In-network,258,TRUE,"King, Jones and Moore Hospital",1.87,South,(379)484-4716x027,"748 Jackson Valley, City_136, WA 64521"
P02537,Christopher Gilbert,City_137,IL,40.9331,-89.0985,Neurology,Urology,Specialty Care,18,805.2,52,4.99,0.68,TRUE,TRUE,Out-of-network,308,FALSE,"Jones, Luna and Burns Hospital",2.95,East,247.626.5382x04733,"15843 Thompson Row, City_137, IL 25266"
P02538,Robert Hicks,City_138,AZ,34.3989,-110.7437,Cardiology,Dermatology,Specialty Care,20,775.49,53,4.46,0.59,FALSE,FALSE,Out-of-network,478,TRUE,"Smith, Tucker and Huerta Hospital",4.17,West,889.857.8899,"8942 Martinez Freeway, City_138, AZ 04828"
P02539,Lisa Warner,City_139,NY,43.6994,-73.8179,Dermatology,Cardiology,Specialty Care,8,335.45,59,4.63,0.11,FALSE,FALSE,In-network,74,FALSE,Barnes Inc Hospital,1.92,South,001-207-209-4895x10147,"4366 Alexis Haven Suite 876, City_139, NY 75093"
P02540,Kevin Hobbs,City_140,GA,32.6156,-82.4501,Dermatology,Pediatrics,Specialty Care,19,299.78,57,1.97,0.72,FALSE,FALSE,Out-of-network,462,TRUE,Drake Inc Hospital,4.12,North,(975)435-1135x909,"626 Mcgee Causeway, City_140, GA 63677"
P02541,Jamie Stewart,City_141,NY,43.2994,-74.2179,General Practice,Orthopedics,Primary Care,3,120.22,38,3.06,0.42,FALSE,FALSE,Out-of-network,467,TRUE,"Porter, Brown and Chapman Hospital",3.02,East,001-452-938-1097x30230,"898 Washington Garden, City_141, NY 17028"
P02542,Nicole Hayes,City_142,CA,36.8283,-119.3679,Neurology,ENT,Specialty Care,20,726.88,48,1.95,0.27,TRUE,TRUE,In-network,472,FALSE,Brown-Kennedy Hospital,2.67,South,457-490-8762,"3547 Chad Plaza Suite 309, City_142, CA 35350"
P02543,Marvin Reynolds,City_143,MA,42.5072,-71.2824,Orthopedics,Psychiatry,Surgical,36,884.3,23,4.19,0.78,FALSE,TRUE,Out-of-network,401,FALSE,Tucker-Moody Hospital,1.07,West,+1-587-207-8989x5171,"64141 Catherine Place, City_143, MA 71100"
P02544,Theresa Church,City_144,GA,32.3156,-82.7501,Dermatology,Endocrinology,Specialty Care,38,355.37,52,1.77,0.56,FALSE,TRUE,Out-of-network,418,FALSE,"Campbell, Zuniga and Malone Hospital",3.23,North,443-464-7390x3506,"2417 Katherine Parks Suite 879, City_144, GA 80771"
P02545,Natalie Tucker,City_145,GA,32.3656,-82.7001,General Practice,Orthopedics,Primary Care,3,120.83,5,1.41,0.39,FALSE,TRUE,Out-of-network,62,TRUE,Rhodes-Ayala Hospital,4.71,East,(405)968-1153,"042 Johnson Tunnel, City_145, GA 59672"
P02546,Erin Brewer,City_146,WA,48.0011,-120.4901,Psychiatry,Psychiatry,Specialty Care,34,415.38,42,3.93,0.66,FALSE,TRUE,Out-of-network,134,TRUE,Edwards-Johnson Hospital,3.08,East,433.550.8531x5814,"841 Olsen Meadow Apt. 753, City_146, WA 74704"
P02547,Jake Morse,City_147,MI,44.6148,-85.3024,Endocrinology,General Practice,Specialty Care,12,596.97,33,2.28,0.24,TRUE,TRUE,Out-of-network,231,FALSE,Henderson Group Hospital,1.14,North,(652)776-7251x7535,"2715 Karen Mountains Apt. 613, City_147, MI 32026"
P02548,Amber Davis,City_148,IL,40.9831,-89.0485,Neurology,Pediatrics,Specialty Care,17,666.98,41,2.31,0.04,TRUE,FALSE,In-network,405,TRUE,Myers LLC Hospital,2.16,West,+1-994-481-3976x896,"049 Krause Canyon Apt. 785, City_148, IL 14432"
P02549,Cathy Leblanc,City_149,WA,48.1511,-120.3401,Psychiatry,Pediatrics,Specialty Care,33,471.6,33,1.16,0.59,FALSE,TRUE,Out-of-network,53,FALSE,"Garcia, Chang and Stephenson Hospital",3.38,East,001-760-920-8147x88094,"99727 Christopher Fork Apt. 273, City_149, WA 78675"
P02550,Michael Banks,City_150,WA,48.2011,-120.2901,Psychiatry,ENT,Specialty Care,32,473.02,16,3.94,0.74,TRUE,TRUE,In-network,453,TRUE,Wilson-Stevens Hospital,2.9,North,996.993.9397x47950,"973 Castaneda Flats, City_150, WA 82035"
P02551,Norman Boyle,City_151,CA,36.7783,-119.4179,Gastroenterology,Psychiatry,Specialty Care,35,667.37,57,1.47,0.24,TRUE,TRUE,Out-of-network,358,TRUE,Bailey LLC Hospital,4.31,East,578-882-3482,"20052 Bond Divide Apt. 735, City_151, CA 70511"
P02552,Andre Mckenzie,City_152,OH,40.4673,-82.8571,Ophthalmology,General Practice,Specialty Care,19,285.27,35,3.24,0.93,FALSE,FALSE,In-network,129,FALSE,"Quinn, Taylor and Walker Hospital",4.47,West,749-450-3733x557,"4655 Shaun Village, City_152, OH 67637"
P02553,Teresa White,City_153,AZ,34.1489,-110.9937,Urology,Neurology,Specialty Care,1,553.92,9,4.7,0.78,FALSE,FALSE,In-network,375,FALSE,"Thomas, Hill and Walker Hospital",2.29,South,(900)890-7909,"252 Lewis Point Apt. 848, City_153, AZ 49710"
P02554,Eric Thompson,City_154,MA,42.5572,-71.2324,General Practice,Cardiology,Primary Care,10,129.67,43,4.39,0.33,FALSE,TRUE,Out-of-network,123,TRUE,"Rowe, Stewart and Burton Hospital",2.93,West,-5426,"746 David Fork Suite 679, City_154, MA 51346"
P02555,Megan Fernandez,City_155,CO,39.7501,-105.5821,General Practice,Pediatrics,Primary Care,33,149.61,42,3.71,0.13,FALSE,FALSE,In-network,359,FALSE,"Lopez, Palmer and Hernandez Hospital",4.95,West,289-363-7117x4906,"31603 Andrews River Apt. 663, City_155, CO 35357"
P02556,Glenn Miller,City_156,NC,36.0096,-78.7693,ENT,Cardiology,Specialty Care,39,361.15,25,3.67,0.62,TRUE,TRUE,Out-of-network,380,TRUE,Garrett Inc Hospital,1.68,East,+1-312-757-8383x676,"1543 Matthew Valley, City_156, NC 55268"
P02557,Jennifer Jones,City_157,GA,32.4656,-82.6001,Urology,Urology,Specialty Care,7,546.01,30,1.31,0.98,TRUE,FALSE,In-network,198,FALSE,Gonzalez Inc Hospital,2.6,North,(702)764-8434x92681,"86929 Harrison Lake Suite 261, City_157, GA 55619"
P02558,Alejandro Kim,City_158,NC,36.1096,-78.6693,Ophthalmology,Neurology,Specialty Care,24,287.1,28,1.38,0.69,TRUE,TRUE,Out-of-network,70,FALSE,"Cox, Foster and Morgan Hospital",3.95,East,(750)448-3626x9422,"034 Simon Neck Suite 082, City_158, NC 47879"
